text_to_annotate,Hate_pos,Disagree
Police use Taser on 87-year-old woman cutting flowers http://www.wvlt.tv/content/news/Police-use-Taser-o...,0,0
Epic comment thread on Mollie Tibbett's self-hating-but-now-ironic 'I hate White people' Twatter post (also brutal stuff on other posts where she hates on Trump and his policies against illegal immigration).https://twitter.com/Motibbs/status/940792919266680...,0.5,1
"I said homosexuality is NOT natural and have been suspended until I take down my tweets, they will have a long wait,I hardly use twitter.",0.5,1
The Trump balloon is kind of underwhelming. I was under the impression it was going to be much larger - I'm surprised this little thing even required permission to be flown.,0,0
"Headline Reads: 'Meet The 8-Year-Old Who Fulfilled His Dream Of Becoming A Fierce #DragQueen' More like fulfilling the dream of his handlers... These perverts,( l would not call them parents), who have access to children,who do this 'thing' to them, knowingly encourage sexualising their young minds, destroy what is left of any shred of childhood innocence in the process. It make me hate EV...",0.25,0
"We need to do some serious work on the voting system FAST!  You think corruption was bad before - it's going to be worse than ever this November.  1.) Write in/paper ballots ONLY.  No electronic BS. 2.) Vote counters must be both left and right in equal numbers. 3.) Votes must be counted 2 times. 4.) ID REQUIRED, checked by ICE before entering booth.",0,0
"Censorship begets censorship. If social media wants to censor conservative speech and violate the Constitution, Congress should censor their ability to earn profit. | #RedNationRising",0,0
"Obama and his BFF, Bill Ayers would know all about that",0,0
"U neo-nazi's and Muslims have tried for 70 years to ""kill them all"" Yet you FAILED-'cause UR fucking losers. DEAL WITH IT LOL",1,0
"May we all take a moment to mourn the newfound circumstances of thousands of children who will now, thanks to our president's recent EO, get the privilege of staying by the side of the traffickers and exploiters which bring them into the country.",0.142857143,0
GIANT SADIQ KHAN BALLOON NOW FLYING OVER LONDON! Trump has been avenged! Watch live: https://www.youtube.com/watch?v=I3blm-Q889s,0,0
"Thank you to everyone that has supported freedom of speech.  In spite of our political differences, this is the one thematic unifying principle that brings us here.",0,0
"The new release of GIMP 2.10 is out. Let's take a look at all the new features coming with it including new color and icon themes, new color curve options, new blending modes, multithreading and GPU processing support, and some new filter effects ",0,0
"In this chaotic world, we live in one should not work in the environment of national but instead of locality. We ought to remember the greatest strides we make always start small and grow bigger in a mere decade it not for that one person we may never be where we are today. Just remember this when walking around your town who knows you may actually be the next influencer of western civilization.",0,0
i was reminded of this ahem..,0,0
"Enough Whites are currently being killed by Blacks in South Africa, that it can easily be classified as a form of genocide against the White population. For a first hand look into the violence and its victims, watch Lauren Southern's 2018 documentary 'Farmlands.'",0.25,0
"I'd Leave! A plan to merge T-Mobile 7 Sprint, 2 billion dollar wireless conglomerates, will result in the loss of nearly 29,000 American jobs, a report by the leading union for communication workers reveals. https://www.breitbart.com/big-government/2018/08/3...",0.2,0
"Meh, he's free to say as much ignorant shit as he chooses. ",0,0
Don't forget about Paul Ryan too.,0,0
"The greatest provider of meaning for the vast majority of human beings has been religion. leftism is a secular meaning-giver to supplant Christianity. Left-wing religious expressions include Marxism, communism, socialism, feminism, and environmentalismhttps://dailysign.al/2wl8Tv6",0.25,0
LONDON IS INFECTED ....  I HOPE THE ENRICHMENT LEVELS BREAK THE SCALE IN THE COMING YEARS .....THATS ALL,0.25,0
Trump is working on it. The sooner the better. The feds attack conservatives more than facebook & twitter does. I know firsthand.,0,0
Ooh...Drudge asks a good Poll question this morning:,0,0
"Why hasn't the normiecon media picked up my journalist trolling piece to make it a news story and press Amanda Robb & Rolling Stone to confirm or deny it?Is it because they're born losers with no sense of political tactics, or is it because they don't understand the depth of anti-journalism sentiment in America because they are journalists themselves?",0.25,0
"30 odd years ago when I worked retail,  we had a work birthday for a colleague. Someone had the bright idea for an erotic cake. A giant sheet cake with a pair of boobs. It was hilarious and quite tasty. Could you even do that nowadays?",0,0
From the mountains ,0,0
Judicial Watch Sues Defense Department on Behalf of Whistleblower Who Lost Security Clearance after Raising Questions about Prominent Trump Spygate Figure http://jwatch.us/1SmUmV,0,0
"I keep hearing the right referred to as 'Fascists'. Doesn't right wing mean you want less gov? Wouldn't extreme right wingers be the Clive Bundy types? Also, the black masked anarchists/antifa, who want no gov, would actually be right wing extremists.",0.25,0
The world is a better & safer place now that McCain is enjoying his eternity in Hades.   Now if Satan could just call Ruth Bader Ginsberg home...,0,0
February has Failed! Now we must endure This Marchmas!! https://www.youtube.com/watch?v=jD2ox8PkfG8,0,0
Long Cool Woman in a Black Dress - The Hollies ,0,0
Who are the judges? Who appointed them? Closed testimony orders?,0,0
"IDK much about android mobile, perhaps this group might be able to help you: https://gab.ai/groups/398c3c05-c722-484a-9264-b94f...  They are basically a newbie to Gab group, so the moderator is quite active trying to answer questions not covered by the FAQs. Hope this helps you. :)",0,0
This needs to go viral under #WeCallBS. Let's take over their slogan. #marchforourlives #guncontrol #2a,0,0
"The sheriff said ""It looks like Party City uniforms.""  Haha...",0,0
Loads of those sort of places here in England. Also we have lost free speech and have sharia courts due to feeble minded liberals.,1,0
WATCH: President Trump Demands Action On Sanctuary Cities http://1600daily.com/2018/04/02/watch-president-trump-demands-action-sanctuary-cities/ I support President Trump. Arrest and Prosecute the mayors and city council members of sanctuary cities now! ,0,0
"Violent, deranged, liberal finally points his gun in the right direction…",0,0
"Payment to the Muslim President for his efforts to help build the caliphate, innundate the US with migrants, radical Islam8st extremist.",0,0
"GOP is incompetent and full of #NeverTrump. Their loyalty is to their Globalist donors, not the American People who voted them in.  This has got to change ",0,0
59% of Americans fear violence from Anti-Trumpers...behold the 'tolerance' of the hysteria-inducing Political Left in 2018: #Unhinged #CW2 https://www.youtube.com/watch?v=eFRHX6glTSM&t=...,0.428571429,1
Rapid onset gender confusion in teenagers is encouraged by watching youtube dysphoria videos and having social media incessantly support borderline mental illnesses.  Kids need strong families and a lifestyle of healthy activities outdoors. Get off the internet. https://www.transgendertrend.com/new-study-on-rapi...,0.25,0
">Uruguay, Argentina, Chile, Panama, South Korea.... Even Romania  This map is shit ",0,0
"@wheresrhys Hi Rhys. Agree - we think DuckDuckGo should be included as an option for people looking for private search. With more and more people wanting to protect their privacy, hopefully we're getting closer... https://kek.gg/u/pQ8Z",0,0
Good to see you and James casting your pods again yesterday. Cheers.,0,0
Tommy Robinson got banned from twatter for saying islam condones murder. But it’s okay for a muslim to say it.,0,0
Unless the Young GOP holds the GOP to the fire ,0,0
Bill's nose looks like a Flame Thrower !!,0.25,0
The idea blue America needs red America is absolutely false. California needs to leave the US immediately. Texas should leave at the same time. The relationship with Washington D.C. is toxic. #ToxicRelationship,0,0
"*NEW VIDEO* Bono says he will wave a giant EU flag on stage during the next U2 tour. He says this will be 'a radical act'. Waving a flag that represents a giant unelected, dictatorial bureaucracy. So radical! https://www.youtube.com/watch?v=kQIgciyHIG4",0.25,0
I sure hope there is an indictment with her name on it. ,0,0
"Why does anyone need to maintain their security clearance after their time of service with the government is over?  If you no longer work in a high security area, why do you need the clearance?  Brennan needs to go away and shut up!",0,0
Twitter admits it leans more to the left.  Tweets are now wooooo's as twitter looks more like a horned ghost!,0,0
"So the media is desperate as Trump keeps going on offense. For decades the media have been lying that they are neutral, they don't lean left. Well that is over. Now the media cries that search results are not rigged, they call Trump's attack a conspiracy theory like Obama wiretapping or Hillary's health. Ain't gonna work suckers.",0.25,0
"RT @JordanSchachtel: So CNN is now entertaining the possibility that the president is signaling to Q Anon, citing a random number but showing absolutely no evidence to back their crazy conspiracy theory. #ThisIsCNN ",0,0
"BREAKING: Chinese-owned company operating in the U.S., hacked Hillary Clinton’s private server throughout her term as secretary of state and obtained nearly all her emails - Daily Caller https://twitter.com/WiredSources/status/1034287667...",0,0
Fascism is a healthy civilization's natural immune response to Communism. With the rise of Antifa in America it is only natural that Fascism is gaining in popularity here. Just like during the Weimar Republic of Germany the Antifa Communist agitators gave rise to the Nazis. We need to either crush Antifa soon or prepare yourself for Hitler version 2.0  \o,0.25,0
adultery is a sin shithead.,0,0
"I have a pug.  I don't think this is really an attention getting move.  It looks more like, ""Give me some of that.  I will stare at you for as long as it takes to get it, and you may not eat peacefully until I do.""",0,0
She can't help herself.... She's been brainwashed by the best programmers!,0,0
"Disdain for McCain, and a Trap for Ohr. Secret Tribunals Already Underway? #NewQ #QAnon #GreatAwakening  http://ow.ly/cbk730lAIoL #tcot #tlot #p2 #redpill #MAGA",0,0
Canada NEEDS OUT as well!  ,0,0
Hey a true libertarian is much better looking.,0,0
"The Antifa leaders who tore down the Silent Sam Confederate statue on August 20 on the University of North Carolina campus were also integrally involved in Antifa activities at the fatal “Unite the Right” rally in Charlottesville, Virginia in 2017 https://bit.ly/2MEYLaV",0.25,0
"I don't think I am being gullible ,Jews made up less than half of the holocaust's victims .Gypsies and Russians made a considerable portion of the rest .Not to mention homosexuals and the mentally ill .If it is an international racist insult it falls flat .",0.25,0
A photo from the psych-ward deinstitutionalization era?,0,0
"All righty then.  I'll just leave this here.  It's a tangled web, but I'm gonna pin this post.  Jeff Carlson from TheMarketsWork.com blog has compiled quite a bit of information on the entire FISA fiasco.  Completely phony (remember the Russian Hookers/Trump story?) Oppo research paid for by the Clintons, dripped into the FBI and 'collaborated' by the media in reports from the guy who wrote...",0,0
The mighty Chesterton had cuckservatives figured out 100 years ago:,0.25,0
"Because they're not a news outlet, they're producing war propaganda for the white genocide.",0.5,1
"Slight correction: ""If Vox Day were not of the type to get butthurt over some nonsense nondrama and lash out at Gab like the over-inflated buffoon he is...""",0.5,1
Another perverted Catholic priest.  Deplorable reprobates!  http://via.wnep.com/Uo5Vz,0.5,1
#Europe #Germany #Rape #Islam #Muslims #Migrants #MuslimMigrants #Immigration #IslamicImmigration ,0.5,1
Well... fuck you too Spotify. A disgusting picture designed to humiliate the White people of Australia...,0.6,1
"Texans in the vast plains, rivers, and the farmlands must gather, arm up, and declare independence from the United States of America. We are a nation of warriors that fell at the Alamo only to rise victorious, just as the Spartans did in the narrow pass against the Persians.  The USA needs us. We do not need those sickening fucktards",0.5,1
A church in Berlin was damaged after unknown attackers pelted stones at the building while shouting “Allahu Akbar!” https://www.infowars.com/berlin-attackers-hurl-sto...,0.5,1
A physician and former Green Beret has tweeted about the dangers of the ‘body positivity’ movement after Cosmopolitan featured an obese model on the cover of its UK edition. https://www.infowars.com/physician-warns-about-dan...,0.5,1
"There is no such thing as a free society , Islam and communism need to go not compatible. If the United States is to survive they must be banned",0.4,1
Commies  They need to be driven from this world. Now. And forever Misanthrope,0.5,1
"Top Psychiatrist: Today’s Left Are Mentally Ill https://yournewswire.com/psychiatrist-left-mentall... via @yournewswire    we already knew this, but it's nice to have it officially confirmed.",0.5,1
"Oh really Nancy?  You're sharp as a tack these days aren't you....this must be so hard to watch.  You have no more influence and it really bothers you.  Too bad, suck it up, your days are numbered!!  Nancy Pelosi: Russia has something on Trump, explains ‘his refusal to stand up to Putin’ at summit. https://tiny.iavian.net/nue3",0.5,1
He did fuck all except promote violence against white people give money to terrorism and try and start a racewar... Useless President who still comes up first on auto-correct after typing President ..Deepstate also.. ,0.5,1
John McCain famously sang 'Bomb Iran' to the tune of Barbara Ann. I associate him with a different song... https://www.youtube.com/watch?v=pPz2baLE-48 #McCain #JohnMcCain #BlackSabbath #Metal #MetalMonday #VocalCover,0.5,1
I am a Roman Catholic.  Our church is corrupt.  We need reformation.,0.4,1
"In America, Right Wing can best be described as people who are self-sufficient and want to be left alone.  Left Wing is best described as people who are dependent and want to tell everyone else what to do.",0.6,1
"""A place to discuss Jesus with fellow clean-living Christians"" lol that description. But wasn't christianity responsible for the tentacle hentai?",0.5,1
"You'd have to look at her ass... have you ever heard her sing?She's got a pretty voice, but I swear to God she has dropsy.  She sounds like she has a mouth full of peanut butter... like her mouth doesn't form words or close all the way when enunciating words.It's like listening to someone who just got back from the dentist.",0.4,1
"All across the West media tycoons are in cahoots with governments, banks and big corporations and yet no one seems to connect the dots as to why MSM is covering up the sins of the rich and powerful. What free press? It's been gone since the 19th century.",0.5,1
"Bitching on social media may be cathartic, but the best way to fight the biased lefty press is not to watch, mention, click, link, post, or refer to their lefty crap.  Even by complaining (mentioning) you’re giving them data to sell to their advertisers. Take away their ability to sell your data, take away your eyeballs and they’ll go out of business over time.",0.5,1
"The Horrific A friend and former business partner who also is a retired policeman sent this along to me today. It describes a case he had, which was the wreckage left behind by one homosexual priest. Predators. Gay predators. Which sounds like a joke. But as my friend knows better than anyone, it most certainly is not:",0.5,1
"Democrats really don't have a choice other than to attempt to impeach Trump...They have no single candidate that can compete with him in 2020 and the more this economy grows, the more challenging it will be to beat him.And they don't want their top leadership going to jail nor do they want to lose the SCOTUS for the next 4 decades.  They're so screwed which is why they act so desperate!",0.4,1
I'm sure Bill Clinton has a donut for Ariana Grande to lick...https://www.youtube.com/watch?v=Oja97POVbM8,0.4,1
Do you need evidence that Progressives are intellectually superior to the rest of us?Here you go:  'Front Hole',0.6,1
"While I know it’s “not presidential” to take on a lowlife like Omarosa, and while I would rather not be doing so, this is a modern day form of communication and I know the Fake News Media will be working overtime to make even Wacky Omarosa look legitimate as possible. Sorry!",0.5,1
Popular leftist terms that do not exist: - Toxic Masculinity - Patriarchy - White Privilege No matter how long the gender studies majors at McDonald's try to push this propaganda we must push back with facts #politics,0.5,1
"So if #robots can plant the food; pick the food; and serve the food, why do we need #illegalaliens again?  Not to vote #democrat. They have already moved on to simply changing the counts.  https://www.zerohedge.com/news/2018-08-26/robot-ma...",0.5,1
THEN WHY HAVEN'T THEY BEEN HUNG FOR TREASON!,0.5,1
"In-N-Out Refuses to Back Down, Responds to Democrats Boycotting Them with Fierce Statement.  Yikes. That’s the chair of the California Democratic Party acting like he’s ten years old. https://www.chicksonright.com/youngcons/2018/08/31...",0.4,1
"Black Conservatives on Twatter: CNN's @JeffreyToobin called Antifa, a left-wing political terror group with few if any black participants, an 'African-American organization.' These violent stereotypes are racist and wrong. Using it to smear POTUS Trump — even worse! Liars @CNNPR! https://twitter.com/i/status/1035315440153755648",0.5,1
Liberals: These bikini coffee chains are sexist and a bad influence on impressionable young girls. Also Liberals: Lets take our kids down to the Folsom street fair where they can see transvestites swinging their junk around and getting whipped in public. http://www.foxnews.com/food-drink/2018/08/30/bikin...,0.5,1
Explosive Ivy League Study Repressed For Finding Transgender Kids May Be A Social Contagion http://thefederalist.com/2018/08/31/explosive-ivy-...,0.4,1
"If the regressive socialist marxist dems go back any further into his background I'm sure they will find out he used to play cowboys and Indians when he was a kid. Of course he played the part of the cowboy so you will hear them say he's prejudice, hates Indians and poc Senate Democrats call Nixon lawyer John Dean to testify at Kavanaugh hearing https://www.washingtonexaminer.com/news/senate-d...",0.4,1
Of course what better mascot than your stupid fat ass. Thanks for doing the enemies work for them.,0.5,1
"Well, yea, but they also believe the greeks were israelites ...  ",0.5,1
"That hair probably costs over $200 including the trip to the salon, and she's holding an $800 iPhone... She's wearing makeup and jewelry, too, while she howls & cries about how oppressed she is. Liberals have no sense of reality.",0.5,1
https://www.youtube.com/watch?v=-PgkF1pF4kg   I have no problem with how China treats these bastards.They are only treating them like how the rest of us get treated by muzzies.,0.5,1
"There are two types of socialists: the evil socialist, and the stupid socialist. Evil socialists are despots who seek control.  Stupid socialists think socialism works and is good.",0.5,1
"it says he is willing to respect other people's wishes no matter how fucking stupid they are, what does it say to you Donna?  ",0.5,1
#UKNews 😲THREE YEAR OLD child is victim of FGM in UK 😡😡😡 Ghana/Uganda parents in East London accused of FGM plus 10 counts of indecent image allegations. Sick fecks!!!!!!!  They plead NOT guilty.. #TheRope! #KidsLivesMatter #BritFam,0.4,1
Theresa May dancing. Arthritic praying mantis with butt plug engaged.   #True !,0.6,1
IE: Most humans are fucking ignorant and arrogant AND most ETs are fucking amazingly honourable and wise.  See?  Balance.  :>,0.5,1
"Look forward to reading UR next book. My 1st thoughts R that we R in this situation through 'cock-up' rather than 'conspiracy'. Or more precisely, 'cock-up' on our side & something that's not quite conspiracy on the Moslem side: them just acting as they always do. We should have learnt from History, but  we were complacent. ",0.5,1
"The main problem with California’s bail bond elimination is that it opens the door to 5th amendment violations. What if a Jew judge deems a member of Patriot Prayer a high risk based on their political beliefs and throws them in prison, where they will then have to wait months for their first pre-trial hearing?? There are so many ways that this new system can and will be abused. I warn you, if y...",0.4,1
"It doesn’t matter if there are non-whites who share some of our nationalist views. they are still different from us. Should they be allowed in our ethnostate? If it were up to me, the answer is no. I don’t support a policy of, “anyone who’s like Joe the Jew is welcome in our white ethnostate.” The whole idea of an ethnostate is to preserve our genetics and identity, not specifically our...",0.5,1
"'A confidential, 49-page memo for defeating Trump by working with the major social-media platforms to eliminate “right wing propaganda and fake news” was presented in January 2017  by Media Matters founder David Brock at a retreat in Florida with about 100 donors, the Washington Free Beacon reported at the time.' https://www.wnd.com/2018/08/mask-off-social-media-... #FAGS #So...",0.5,1
The Express reported  Driver has injured 5 people ,0.5,1
"It's what always happens when you can't argue with reason, facts and evidence. They can't win with logic, so they resort to violence. ",0.4,1
"It's a damn shame we can't turn this magnificent beast loose on Congress.  Maybe next year's SOTU.  Stop feeding her a week or two beforehand.  Lock the doors and enjoy the screaming.  I'd probably sell my house to be able to hear it in person.  Oh, nice picture of a lion, too.",0.5,1
"Why do you follow Jew hater Cantwell? Oh, don't tell me your friend Danny is Jewish. So was Soros. @LegendaryCollektor  https://web.archive.org/web/20180830165242/https:/...",0.5,1
"Sharia May is to set up a new unit to deal with fake news . Stupid woman , if she wants to stop fake news , just shut down the BBC .",0.5,1
"Shalom, my fellow gabbers. I don’t follow anyone, but I’m here to air my grievances about Jew haters.",0.4,1
"Lesson, be careful what you wish for. Specially if you are an idiot. Never could figure out how people with such a better work ethic come from such shit hole countries? They are like Superman. Get near their home countries & they become worthless, but super worker here? Strange how that happens. Like Work kryptonite",0.5,1
Don't forget: Lex Luthor isn't the bad guy. He's just a Capitalist. Superman is the goodie two shoes illegal alien who pretends to be patriotic while pushing socialist propaganda.,0.5,1
go back to your shithole and learn how to be civilized,0.5,1
Everything on /popular is in Portuguese now! Build that Wall!,0.5,1
"Romney is remembered for the Obamacare prototype, for not fighting Gay Marriage, Speaking in front of Planned Parenthood, Being part of the Vulture Capital firm Bain, that destroyed companies and US Jobs with debt, and showing contempt for both the poor and the Deplorables.",0.5,1
Looks like a bunch of dead bodies to me. Why would you just assume those are dead Jews? Could be anything.,0.4,1
The. Holocaust. Never. Happened.,0.4,1
"What's the worst thing, beginning with N and ending in R, that you can call a black man? Neighbour.",0.6,1
More 'Give them room to riot' leftist reasoning. Leftist controlled cities become shithole cities in such short time. https://www.wral.com/texts-show-police-chief-told-...,0.5,1
"Big Tech has no interest in ""Democracy"". They're sold out to the Chinese. Democracy without individual rights is a dangerous thing anyhow, and big Tech isn't big on individual rights.",0.5,1
"As the situation with North Korea improves, look for the Democrats and the media leftists to give credit to China and call Trump nothing more than a bystander.",0.5,1
"Screw them. They deserve it. SesameStreet turned into a leftwing, progressive, propaganda machine as soon as Jim Henson died. The same Disney did after Walt died and the Hollywood Jews took over.",0.5,1
Trump is the king of neo nazis and i am a true neo nazi. You're a faggot jew boomer,0.5,1
Another black mother stated that a parent making EXCUSES that they never read the DRESS CODE book for the reason their Child did not meet the Dress Code - is IRRESPONSIBLE.,0.5,1
It truly is satan's world and the democrats are his minions. ,0.5,1
You know your country is MULTICULTURAL . . . .When there's armed patrols on the streets.,0.5,1
"A pedophile is like a dog with rabies.  It's sad they're sick, but they still have to be put down. #MAGA",0.4,1
"Sooo... you're blaming their censorship on their unfamiliarity of American culture. Bullshit. Haven't you seen pictures of the people that work for these companies? Stick around Gab long enough and you will (they're caught in undercover videos, they post group photos on Twitter, etc) - these guys aren't Iraqis or Hispanics. Most of them look like the white people they claim to hate. Stop bullshitt...",0.5,1
"[Since you commented and quoted the same thing, I'll do the same...] So, they're *foreign* Nazis and they're blatantly censoring. You need more than 2 choices? You can be a foreigner working for an American company and be censoring Americans. I don't see a problem with my logic....",0.5,1
#Feminism leads to a decrease in the birth population which then requires mass #migration from the 3rd world to support the aging population since feminists aren't having enough children to replace the population. ,0.5,1
"Where you will be going, It is too toasty for a fat girl. I don't give a 💩about you, or the Emmies, the Oscars, Holly Weird, NFL players or hypocritical criminal Demon Craps. ",0.5,1
"We work better as a MAGA unit , stop the in fighting , save the energy to curb stomp commie filth . ",0.5,1
"My latest piece:  GWOT Veterans, If You Suffer From PTSD, You're Malingerers! https://www.patreon.com/posts/gwot-veterans-if-199...",0.5,1
My latest The Left IS The Greatest Danger America Faces https://www.patreon.com/posts/left-is-greatest-197...,0.5,1
Perfect example of why women shouldn't be voting.,0.5,1
"Oh so now he's a spoiled *millennial* murderer, too??? https://neonnettle.com/news/4867-mollie-tibbetts-k...  BTW, the guy who owns the property where this scumbag was working is a die-hard Democrat/Hillary supporter. Go figure he'd employ ILLEGAL ALIENS to work for him. 😡",0.5,1
bill clinton is a rapist,0.4,1
"This bullshit about 'private companies can do what they want'? Bake that cake, hypocrite. Cater that gay wedding, H8R, even if you don't cater ANYONE who doesn't walk through the door. (Unless you're Muslim, of course.) I wish to hell the Left would settle on which set of rules is going to be used.",0.5,1
"When even a flag triggers them, then you know that Hollywood is full of butthurt snowflakes!",0.5,1
"Dont we want hate speech laws? It highlights the problem, what am i missing?   Long before hate speech laws white opinions have been silenced, supressed and ostracised.   Ive been trying to get the state to prosecute me under the hate speech laws but they wont.  ",0.5,1
"'Axios article claimed a “conservative social network would fail,”  So what's Gab, chopped liver?https://www.breitbart.com/tech/2018/08/31/trump-ca...",0.4,1
"Mixing cultures is an issue, you end up with a mutt race.",0.5,1
Starving journalists make me nut,0.4,1
only *LITERAL FUCKING NAZIS* refuse to sacrifice their children to globohomo gayplex™  By denying globohomo™  the blood of gentile children that it uses to nourish itself with you are basically committing a hate crime,0.5,1
Sure my slut daughter was raped and murdered but hey at least I get easy access to authentic burritos! Checkmate NAHTZEES. @SCALE,0.5,1
"Feminism is now Female Supremacism as women have all the rights that men have and they still have special privileges in the courts and in our culture. Cultural Marxists who hate America, Whites, and the West are the leaders and preachers of Third Wave Feminism.",0.5,1
"This is what will happen if the left takes control! #QAnon #QArmy #Q #RedWave  #RedTsunami #BlueWave #DrainTheDeepState #MAGA #MakeAmericaGreatAgain #WalkAway   Nancy Pelosi laughs at & mocks coal power, then crows “with all due respect to West Virginia” https://t.co/EJZ9vtnZmN",0.5,1
Know it when you see it! May I suggest the TV series Elementary (5/7) stick to procedural drama and not propaganda by comparing Christian Identity with the Taliban to see how many useful idiots it can conjure. ,0.5,1
Saying that the Holocaust happened makes you an Anti-Semite because it means you wanted 6 million jews to die.,0.5,1
"Why do people here believe the Holocaust happened? Why would you WANT TO BELIEVE SUCH AN ATROCITY HAPPENED TO THE JEWS? Of course it didn't happen, otherwise the world wouldn't have Israel and all the Nobel prize winners that came after WW2.",0.5,1
Such a fag   TWITTER CEO Apologizes For Eating Chick-Fil-A... http://amp.dailycaller.com/2018/06/10/twitter-ceo-chick-fil-a-gay-marriage/  #SoyBoy #BetaMale ,0.5,1
"The thing about Globalists is not only do they fight dirty, but “if you can’t beat them, join them”, isn’t even an option. Only the elite get to stay out of the way when they play war.",0.6,1
"You can tell Gab is the place to be, even Dem derps are here now trying to latch onto our feeds talking sh!t looking for attention. I don’t care to address them directly, but I will say that my mute button is fond of them already.",0.6,1
"I’ve often wondered what it would be like for Globalist groupies once they realized they’re living a lie, but now, I’m seeing that it is we patriotic Americans who have been living in a lie for decades... Our country, branches of gov, our MSM and our schools.. ALL are hijacked.",0.4,1
"While our countries are fighting about paying for physically healthy people to play Mr(s). Potato Head with their parts and hormones, little kids in China are being snatched and found soon after with their eyeballs usually not far from them that have their corneas cut out. People are being used to harvest parts for the wealthy all over our bent globe that Globalists love so much. But “free healt...",0.6,1
SOROS' Five Steps To Inialate Eourpe. . 1) Buy Off The Top Politicians Of European Counties 2) Buy Off The Top Leadership Of The EU 3) Buy Of The Top Media CEO's Not To Cover Negative Stories. 4) Transport Muslims & Africans To Europe.  5) Get The United State & EU To Pay For It.  ,0.5,1
Ragheads & OTHER Communists running the UK into the ground need to fuck off and let opposing viewpoints be heard!,0.5,1
Did they hit Little Kurdistan? Those Muslims need to be deported as well if they are eligible for deportation.,0.5,1
Are Preppers Terrorists ? https://www.youtube.com/watch?v=fsGj9PsWtZ8  #GabFam #Gab #BritFam #UK,0.5,1
Only the kikes are the ones who aren't religious but a race conning people into believing they are a religion. Perhaps the pope is a crypto kike,0.5,1
"At the Aretha Franklin funeral today, Rev. Jasper Williams, Jr. caused a mass triggering among the children of the lie. He called out the problems in the black community; especially black-on-black violence and rampant single motherhood. He preached against the hypocrisy of Black Lives Matter. He said blacks have killed more blacks than the KKk ever did and that single, black, women cannot raise st...",0.5,1
"Monkey, monkey, monkey, monkey, monkey, monkey, monkey, monkey 🐵🐒🦍 Just saying it before my Google keyboard won't let my white fingers type it out anymore.  ***UNAUTHORIZED WORD SEQUENCE*** YOU DO NOT HAVE THE CORRECT DNA PATTERN TO USE THIS WORD. PLEASE TRY A DIFFERENT WORD. CONTINUED ATTEMPTS TO USE UNAUTHORIZED WORDS MAY RESULT IN THE SUSPENSION OF YOUR DATA PRIVILEGES.",0.5,1
I bet some one at NPR will be fired for reporting the truth.,0.4,1
"seriously such a stupid statement.  Boy??  24 and a father.   All American?  No, illegal Mexican             mexiscam          WHY honestly do the libs take an illegal alien killer and try to make them heroic?  He's a drunk stabbing murderer.  ",0.5,1
He's to much a coward,0.5,1
I wonder if it was the shouting 'white pussies' while hitting them with golf clubs and crowbars that tipped to the police off to a 'hate crime' ,0.5,1
"That's all leftist BS. You've bought the lie. Before Obamacare, the majority of people who didn't have health insurance chose not to have health insurance, but they still had access to medical care, just at the non-insured price. The non-insured price is most often less than the insured price. With very few egregious exceptions, people were not denied medical care. Life expectancy actually decline...",0.6,1
"I have a blacke co-worker who listens to MSNBC all day on his computer. I had never watched the channel, and didn’t know much about it. I can now say it delivers the most incoherent set of conspiracy theories I have ever had to listen to.",0.4,1
It may not be an exclusive “black thing” but it is in high proportion to the black populace. https://www.amren.com/news/2018/08/former-mayor-fo...,0.6,1
Doctors should be imprisoned or shot for exploiting these mentally challenged individuals for profit. ,0.5,1
". @SpeakerRyan: ""Blah, blah, blah, I'm a coward and will cave on immigration. SECONDLY, I want to talk about working American families.""  Well, it just says it all, folks. They truly deserve a bludgeoning at the ballot box.",0.5,1
Tumorboy McFaggot Admits He Leaked the Steele Dossier ,0.5,1
'Mentally Ill' by jiangweisen https://www.deviantart.com/jiangweisen/art/Mentall...check out this article on #Canada releasing a Muslim terrorist who went on a stabbing rampage -- the land of the northern loons.,0.5,1
WTH !?  I heard McCain was dying ! Lots of energy for an asswipe on his death bed.,0.5,1
NEW YORK CITY: Avi Yemeni’s man-on-the-street interviews about Donald Trump in the middle of Times Square http://barenakedislam.com/2018/08/31/new-york-city... #AgendaOfEvil,0.4,1
Berlin: Attackers Hurl Stones at Church While Shouting “Allahu Akbar” https://www.newswars.com/berlin-attackers-hurl-sto... #AgendaOfEvil,0.4,1
UK: Father of two jihadis killed in Syria threatens to have his wife shot if she gave evidence against him https://www.jihadwatch.org/2018/08/uk-father-of-tw... #AgendaOfEvil,0.6,1
"Australia: Muslim on student visa arrested for jihad plots against former PM, “symbolic” locations https://www.jihadwatch.org/2018/08/australia-musli... #AgendaOfEvil",0.4,1
It didn’t start with the Southern Poverty Law Center: the global jihad has always been aided by Useful Idiots https://www.jihadwatch.org/2018/08/it-didnt-start-... #AgendaOfEvil,0.6,1
"Almost 1 of every 4 human beings is retarded, pedophile, terrorist, incestious, sadist, delusional or just crazy. ",0.5,1
"Just because you have a piece of paper calling you a 'citizen,' doesn't make you American. Just like Mexico sends back her ILLEGALS, who actually are the same race as Mexicans, so, too, will America restore the They all have to go' mindset of the Truman era. Because you will NEVER be American.",0.5,1
and here we see the faggot it its natural habitat,0.5,1
You can shut the fuck up now and keep your retarded opinions to yourself.,0.5,1
